Survived,Pclass,Sex,Age,Fare,Embarked,Title,Surname,FamilySize
0,1,male,58.0,29.7,C,Mr,Kent,1
0,3,male,30.0,8.05,S,Mr,Somerton,1
1,3,male,9.0,15.9,S,Master,Coutts,3
0,3,male,30.72664459161148,19.9667,S,Mr,Hagland,2
0,3,male,21.0,7.25,S,Mr,Windelov,1
0,1,male,55.0,30.5,S,Mr,Molson,1
0,1,male,71.0,49.5042,C,Mr,Artagaveytia,1
0,3,male,21.0,8.05,S,Mr,Stanley,1
0,3,male,30.72664459161148,14.4583,C,Mr,Yousseff,1
1,1,female,54.0,78.2667,C,Miss,Eustis,2
0,3,male,30.72664459161148,15.1,S,Mr,Shellard,1
0,1,female,25.0,151.55,S,Mrs,Allison,4
0,3,male,24.0,7.7958,S,Mr,Svensson,1
0,3,male,17.0,8.6625,S,Mr,Calic,1
0,3,female,21.0,7.75,Q,Miss,Canavan,1
0,3,female,27.915708812260537,7.6292,Q,Miss,O'Sullivan,1
0,3,female,37.0,9.5875,S,Miss,Laitinen,1
1,1,female,16.0,86.5,S,Miss,Maioni,1
0,1,male,18.0,108.9,C,Mr,Penasco y Castellana,2
1,2,female,33.0,26.0,S,Mrs,Quick,3
1,1,male,30.72664459161148,26.55,S,Mr,Bradley,1
0,3,male,28.0,22.525,S,Mr,Olsen,1
1,3,male,26.0,56.4958,S,Mr,Lang,1
1,3,male,29.0,7.75,Q,Mr,Daly,1
0,3,male,30.72664459161148,8.05,S,Mr,Webber,1
1,1,male,36.0,26.2875,S,Mr,McGough,1
1,1,female,54.0,59.4,C,Mrs,Rothschild,2
0,3,male,24.0,7.4958,S,Mr,Coleff,1
0,1,male,47.0,34.0208,S,Mr,Walker,1
1,2,female,34.0,10.5,S,Mrs,Lemore,1
0,3,male,30.72664459161148,24.15,Q,Mr,Ryan,1
1,2,female,36.0,26.0,S,Mrs,Angle,2
0,3,male,32.0,7.8958,S,Mr,Pavlovic,1
1,1,female,30.0,93.5,S,Miss,Perreault,1
0,3,male,22.0,7.8958,S,Mr,Vovk,1
0,3,male,30.72664459161148,7.225,C,Mr,Lahoud,1
1,1,female,44.0,57.9792,C,Mrs,Hippach,2
0,3,male,30.72664459161148,7.2292,C,Mr,Kassem,1
0,3,male,40.5,7.75,Q,Mr,Farrell,1
1,2,female,50.0,10.5,S,Miss,Ridsdale,1
0,1,male,30.72664459161148,221.7792,S,Mr,Farthing,1
0,3,male,39.0,7.925,S,Mr,Salonen,1
0,2,male,23.0,11.5,S,Mr,Hocking,4
1,2,female,2.0,26.0,S,Miss,Quick,3
0,3,male,30.72664459161148,7.2292,C,Mr,Toufik,1
0,3,male,17.0,7.2292,C,Mr,Elias,3
1,3,female,27.915708812260537,22.3583,C,Mrs,Peter,3
0,3,female,30.0,8.6625,S,Miss,Cacic,1
1,2,female,7.0,26.25,S,Miss,Hart,3
0,1,male,45.0,26.55,S,Rare,Butt,1
1,1,female,30.0,106.425,C,Miss,LeRoy,1
0,3,male,30.72664459161148,14.5,S,Mr,Risien,1
1,1,female,22.0,49.5,C,Miss,Frolicher,3
1,1,female,36.0,71.0,S,Miss,Crosby,3
0,3,female,9.0,31.275,S,Miss,Andersson,7
0,3,female,11.0,31.275,S,Miss,Andersson,7
1,2,male,32.0,26.0,S,Mr,Beane,2
0,1,male,50.0,106.425,C,Mr,Douglas,2
0,1,male,64.0,26.0,S,Mr,Nicholson,1
1,2,female,19.0,26.0,S,Mrs,Beane,2
1,2,male,30.72664459161148,13.8625,C,Mr,Padro y Manent,1
0,3,male,33.0,20.525,S,Mr,Goldsmith,3
1,2,male,8.0,36.75,S,Master,Davies,3
1,1,male,17.0,110.8833,C,Mr,Thayer,3
0,2,male,27.0,26.0,S,Mr,Sharp,1
0,3,male,30.72664459161148,7.8292,Q,Mr,O'Brien,1
1,3,male,22.0,7.225,C,Mr,Leeni,1
1,3,female,22.0,7.775,S,Miss,Ohman,1
0,1,male,62.0,26.55,S,Mr,Wright,1
1,1,female,48.0,39.6,C,Rare,Duff Gordon,2
0,1,male,30.72664459161148,227.525,C,Mr,Robbins,1
1,1,female,39.0,79.65,S,Mrs,Taussig,3
1,3,female,36.0,17.4,S,Mrs,de Messemaeker,2
0,3,male,30.72664459161148,7.75,Q,Mr,Morrow,1
0,3,male,40.0,7.8958,S,Mr,Sivic,1
0,2,male,28.0,13.5,S,Mr,Norman,1
0,3,male,30.72664459161148,8.05,S,Mr,Simmons,1
0,3,female,27.915708812260537,8.05,S,Miss,Meanwell,1
0,3,male,24.0,24.15,S,Mr,Davies,3
0,3,male,19.0,7.8958,S,Mr,Stoytcheff,1
0,3,female,29.0,21.075,S,Mrs,Palsson,5
0,3,male,30.72664459161148,7.2292,C,Mr,Doharr,1
1,3,male,32.0,7.8542,S,Mr,Jonsson,1
1,2,male,62.0,10.5,S,Mr,Harris,1
1,1,female,53.0,51.4792,S,Mrs,Appleton,3
1,1,male,36.0,26.3875,S,Mr,Flynn,1
1,3,female,27.915708812260537,7.75,Q,Miss,Kelly,1
0,3,male,16.0,8.05,S,Mr,Rush,1
0,3,male,19.0,14.5,S,Mr,Patchett,1
1,2,female,34.0,13.0,S,Miss,Garside,1
1,1,female,39.0,55.9,S,Mrs,Silvey,2
0,3,female,27.915708812260537,14.4583,C,Mrs,Caram,2
1,3,male,32.0,7.925,S,Mr,Jussila,1
1,2,female,25.0,30.0,S,Miss,Christy,3
1,1,female,39.0,110.8833,C,Mrs,Thayer,3
0,2,male,54.0,26.0,S,Mr,Downton,1
0,1,male,36.0,40.125,C,Mr,Ross,1
0,3,male,30.72664459161148,8.7125,C,Mr,Paulner,1
1,1,female,18.0,79.65,S,Miss,Taussig,3
0,2,male,47.0,15.0,S,Mr,Jarvis,1
1,1,male,60.0,79.2,C,Mr,Frolicher-Stehli,3
0,3,male,22.0,8.05,S,Mr,Gilinski,1
0,3,male,30.72664459161148,8.05,S,Mr,Murdlin,1
0,3,male,35.0,7.125,S,Mr,Rintamaki,1
1,1,female,52.0,78.2667,C,Mrs,Stephenson,2
0,3,male,47.0,7.25,S,Mr,Elsbury,1
0,3,female,27.915708812260537,7.75,Q,Miss,Bourke,3
0,2,male,37.0,26.0,S,Mr,Chapman,2
0,3,male,36.0,24.15,S,Mr,Van Impe,3
1,2,female,27.915708812260537,33.0,S,Miss,Leitch,1
0,3,male,49.0,0.0,S,Mr,Johnson,1
0,3,male,30.72664459161148,7.225,C,Mr,Boulos,1
1,1,male,49.0,56.9292,C,Rare,Duff Gordon,2
1,2,female,24.0,27.0,S,Mrs,Jacobsohn,4
0,3,male,30.72664459161148,7.8958,S,Mr,Slabenoff,1
0,1,male,30.72664459161148,42.4,S,Mr,Harrington,1
0,3,male,44.0,8.05,S,Mr,Torber,1
1,1,male,35.0,26.55,C,Mr,Homer,1
0,3,male,36.0,15.55,S,Mr,Lindell,2
0,3,male,30.0,7.8958,S,Mr,Karaic,1
1,1,male,27.0,30.5,S,Mr,Daniel,1
1,2,female,22.0,41.5792,C,Mrs,Laroche,4
1,1,female,40.0,153.4625,S,Miss,Shutes,1
0,3,female,39.0,31.275,S,Mrs,Andersson,7
0,3,male,30.72664459161148,7.05,S,Mr,Jardin,1
1,3,female,27.915708812260537,15.5,Q,Miss,Murphy,2
0,3,male,30.72664459161148,7.75,Q,Mr,Horgan,1
0,3,male,35.0,8.05,S,Mr,Brocklebank,1
1,2,female,24.0,65.0,S,Miss,Herman,4
0,3,male,34.0,14.4,S,Mr,Danbom,3
0,3,female,26.0,16.1,S,Mrs,Lobb,2
1,2,female,4.0,39.0,S,Miss,Becker,4
0,2,male,26.0,10.5,S,Mr,Gavey,1
0,3,male,27.0,14.4542,C,Mr,Yasbeck,2
1,1,male,42.0,52.5542,S,Mr,Kimball,2
1,3,male,20.0,15.7417,C,Mr,Nakid,3
0,3,male,21.0,7.8542,S,Mr,Hansen,1
0,3,male,21.0,16.1,S,Mr,Bowen,1
0,1,male,61.0,32.3208,S,Mr,Sutton,1
0,2,male,57.0,12.35,Q,Rare,Kirkland,1
1,1,female,21.0,77.9583,S,Miss,Longley,1
0,3,male,26.0,7.8958,S,Mr,Bostandyeff,1
0,3,male,30.72664459161148,7.7333,Q,Mr,O'Connell,1
1,1,male,80.0,30.0,S,Mr,Barkworth,1
0,3,male,51.0,7.0542,S,Mr,Lundahl,1
1,1,male,32.0,30.5,C,Rare,Stahelin-Maeglin,1
0,1,male,30.72664459161148,0.0,S,Mr,Parr,1
0,3,female,9.0,27.9,S,Miss,Skoog,6
1,2,female,28.0,13.0,S,Miss,Davis,1
0,3,male,32.0,7.925,S,Mr,Leinonen,1
0,2,male,31.0,26.25,S,Mr,Collyer,3
0,3,female,41.0,39.6875,S,Mrs,Panula,6
0,3,male,30.72664459161148,16.1,S,Mr,Thorneycroft,2
0,3,male,20.0,7.8542,S,Mr,Jensen,1
1,1,female,24.0,69.3,C,Mlle,Sagesser,1
0,3,female,2.0,27.9,S,Miss,Skoog,6
1,3,male,30.72664459161148,56.4958,S,Mr,Foo,1
1,3,female,0.75,19.2583,C,Miss,Baclini,4
1,1,male,48.0,76.7292,C,Mr,Harper,2
0,3,male,19.0,7.8958,S,Mr,Cor,1
1,1,male,56.0,35.5,C,Rare,Simonius-Blumer,1
0,3,male,30.72664459161148,7.55,S,Mr,Willey,1
1,3,female,23.0,7.55,S,Miss,Stanley,1
0,3,male,30.72664459161148,7.8958,S,Mr,Mitkoff,1
1,2,female,18.0,23.0,S,Miss,Doling,2
0,3,male,21.0,8.4333,S,Mr,Kalvik,1
1,3,female,27.915708812260537,7.8292,Q,Miss,O'Leary,1
0,3,female,18.0,6.75,Q,Miss,Hegarty,1
0,2,male,24.0,73.5,S,Mr,Hickman,3
0,3,male,30.72664459161148,7.8958,S,Mr,Radeff,1
0,3,female,32.0,15.5,Q,Mrs,Bourke,3
0,2,male,23.0,13.0,S,Mr,Eitemiller,1
0,1,male,58.0,113.275,C,Mr,Newell,3
1,1,male,50.0,133.65,S,Rare,Frauenthal,3
0,3,male,40.0,7.225,C,Mr,Badt,1
0,1,male,47.0,25.5875,S,Mr,Colley,1
0,3,male,36.0,7.4958,S,Mr,Coleff,1
1,3,male,20.0,7.925,S,Mr,Lindqvist,2
0,2,male,32.0,73.5,S,Mr,Hickman,3
0,2,male,25.0,13.0,S,Mr,Butler,1
0,3,male,30.72664459161148,7.775,S,Mr,Rommetvedt,1
0,3,male,43.0,8.05,S,Mr,Cook,1
1,1,female,27.915708812260537,52.0,S,Mrs,Taylor,2
1,2,female,40.0,39.0,S,Mrs,Brown,3
0,1,male,31.0,52.0,S,Mr,Davidson,2
0,2,male,70.0,10.5,S,Mr,Mitchell,1
1,2,male,31.0,13.0,S,Mr,Wilhelms,1
0,2,male,30.72664459161148,0.0,S,Mr,Watson,1
0,3,male,18.0,7.775,S,Mr,Edvardsson,1
0,3,male,24.5,8.05,S,Mr,Sawyer,1
1,3,female,18.0,9.8417,S,Miss,Turja,1
0,3,female,43.0,46.9,S,Mrs,Goodwin,8
1,1,male,36.0,512.3292,C,Mr,Cardeza,2
0,3,female,27.915708812260537,8.1375,Q,Miss,Peters,1
1,1,male,27.0,76.7292,C,Mr,Hassab,1
0,3,male,20.0,9.225,S,Mr,Olsvigen,1
0,3,male,14.0,46.9,S,Mr,Goodwin,8
0,2,male,60.0,39.0,S,Mr,Brown,3
0,2,male,25.0,41.5792,C,Mr,Laroche,4
0,3,male,14.0,39.6875,S,Mr,Panula,6
0,3,male,19.0,10.1708,S,Mr,Dakic,1
0,3,male,18.0,7.7958,S,Mr,Fischer,1
1,1,female,15.0,211.3375,S,Miss,Madill,2
1,1,male,31.0,57.0,S,Mr,Dick,2
1,3,female,4.0,13.4167,C,Miss,Karun,2
1,3,male,30.72664459161148,56.4958,S,Mr,Lam,1
0,3,male,25.0,7.225,C,Mr,Saad,1
0,1,male,60.0,26.55,S,Rare,Weir,1
0,2,male,52.0,13.5,S,Mr,Chapman,1
0,3,male,44.0,8.05,S,Mr,Kelly,1
1,3,female,27.915708812260537,7.7333,Q,Miss,Mullens,1
0,1,male,49.0,110.8833,C,Mr,Thayer,3
0,3,male,42.0,7.65,S,Mr,Humblen,1
1,1,female,18.0,227.525,C,Mrs,Astor,2
1,1,male,35.0,26.2875,S,Mr,Silverthorne,1
0,3,female,18.0,14.4542,C,Miss,Barbara,2
0,3,male,25.0,7.7417,Q,Mr,Gallagher,1
0,3,male,26.0,7.8542,S,Mr,Hansen,2
0,2,male,39.0,26.0,S,Mr,Morley,1
1,2,female,45.0,13.5,S,Mrs,Kelly,1
1,1,male,42.0,26.2875,S,Mr,Calderhead,1
1,1,female,22.0,151.55,S,Miss,Cleaver,1
1,3,male,30.72664459161148,15.2458,C,Master,Moubarek,3
1,1,female,24.0,49.5042,C,Mlle,Mayne,1
0,1,male,30.72664459161148,26.55,S,Mr,Klaber,1
1,1,male,48.0,52.0,S,Mr,Taylor,2
0,3,male,29.0,9.4833,S,Mr,Larsson,1
0,2,male,52.0,13.0,S,Mr,Greenberg,1
0,3,male,19.0,7.65,S,Mr,Soholt,1
1,1,female,38.0,227.525,C,Miss,Endres,1
1,2,female,27.0,10.5,S,Miss,Troutt,1
0,3,male,30.72664459161148,15.5,Q,Mr,McEvoy,1
0,3,male,33.0,7.775,S,Mr,Johnson,1
1,2,female,6.0,33.0,S,Miss,Harper,2
0,3,male,17.0,7.0542,S,Mr,Jensen,2
0,2,male,34.0,13.0,S,Mr,Gillespie,1
0,2,male,50.0,13.0,S,Mr,Hodges,1
1,1,male,27.0,53.1,S,Mr,Chambers,2
0,3,male,20.0,8.6625,S,Mr,Oreskovic,1
1,2,female,30.0,21.0,S,Mrs,Renouf,4
1,3,female,27.915708812260537,7.7375,Q,Miss,Mannion,1
0,2,male,25.0,26.0,S,Mr,Bryhl,2
0,3,female,25.0,7.925,S,Miss,Ilmakangas,2
1,1,female,29.0,211.3375,S,Miss,Allen,1
0,3,male,11.0,18.7875,C,Mr,Hassan,1
0,2,male,30.72664459161148,0.0,S,Mr,Knight,1
0,2,male,23.0,13.0,S,Mr,Berriman,1
0,2,male,23.0,13.0,S,Mr,Troupiansky,1
0,3,male,28.5,16.1,S,Mr,Williams,1
0,3,female,48.0,34.375,S,Mrs,Ford,5
1,1,male,35.0,512.3292,C,Mr,Lesurer,1
0,3,male,30.72664459161148,7.8958,S,Mr,Ivanoff,1
0,3,male,30.72664459161148,7.8958,S,Mr,Nankoff,1
1,1,male,30.72664459161148,30.0,S,Mr,Hawksford,1
0,1,male,36.0,78.85,S,Mr,Cavendish,2
1,1,female,21.0,262.375,C,Miss,Ryerson,5
0,3,male,24.0,16.1,S,Mr,McNamee,2
1,3,male,31.0,7.925,S,Mr,Stranden,1
0,1,male,70.0,71.0,S,Rare,Crosby,3
0,3,male,16.0,20.25,S,Mr,Abbott,3
1,2,female,30.0,13.0,S,Miss,Sinkkonen,1
0,1,male,19.0,53.1,S,Mr,Marvin,2
0,3,male,31.0,7.75,Q,Mr,Connaghton,1
1,2,female,4.0,23.0,S,Miss,Wells,3
1,3,male,6.0,12.475,S,Master,Moor,2
0,3,male,33.0,9.5,S,Mr,Vande Velde,1
0,3,male,23.0,7.8958,S,Mr,Jonkoff,1
1,2,female,48.0,65.0,S,Mrs,Herman,4
1,2,male,0.67,14.5,S,Master,Hamalainen,3
0,3,male,28.0,7.7958,S,Mr,Carlsson,1
0,2,male,18.0,11.5,S,Mr,Bailey,1
0,3,male,34.0,8.05,S,Mr,Theobald,1
1,1,female,33.0,86.5,S,the Countess,Rothes,1
0,3,male,30.72664459161148,14.5,S,Mr,Garfirth,1
0,3,male,41.0,7.125,S,Mr,Nirva,1
1,3,male,20.0,7.2292,C,Mr,Barah,1
1,1,female,36.0,120.0,S,Mrs,Carter,4
0,3,male,16.0,7.775,S,Mr,Eklund,1
1,1,female,51.0,77.9583,S,Mrs,Hogeboom,2
0,1,male,30.72664459161148,39.6,C,Rare,Brewe,1
0,3,female,30.5,7.75,Q,Miss,Mangan,1
0,3,male,30.72664459161148,24.15,Q,Mr,Moran,2
0,3,male,32.0,8.3625,S,Mr,Gronnestad,1
0,3,male,24.0,9.5,S,Mr,Lievens,1
0,3,male,48.0,7.8542,S,Mr,Jensen,1
0,2,female,57.0,10.5,S,Mrs,Mack,1
0,3,male,30.72664459161148,7.225,C,Mr,Elias,1
1,2,female,54.0,23.0,S,Mrs,Hocking,5
0,3,male,18.0,7.75,S,Mr,Myhrman,1
0,3,male,30.72664459161148,7.75,Q,Mr,Tobin,1
1,3,female,5.0,12.475,S,Miss,Emanuel,1
0,3,male,30.72664459161148,7.7375,Q,Mr,Kilgannon,1
1,1,female,43.0,211.3375,S,Mrs,Robert,2
1,3,female,13.0,7.2292,C,Miss,Ayoub,1
1,1,female,17.0,57.0,S,Mrs,Dick,2
0,1,male,29.0,30.0,S,Mr,Long,1
0,3,male,30.72664459161148,23.45,S,Mr,Johnston,4
0,3,male,25.0,7.05,S,Mr,Ali,1
0,3,male,25.0,7.25,S,Mr,Harmer,1
1,3,female,18.0,7.4958,S,Miss,Sjoblom,1
0,3,male,8.0,29.125,Q,Master,Rice,6
1,3,male,1.0,20.575,S,Master,Dean,4
0,1,male,46.0,79.2,C,Mr,Guggenheim,1
0,3,male,30.72664459161148,7.75,Q,Mr,Keane,1
0,2,male,16.0,26.0,S,Mr,Gaskell,1
0,3,female,27.915708812260537,69.55,S,Miss,Sage,11
0,1,male,30.72664459161148,30.6958,C,Mr,Hoyt,1
0,3,male,25.0,7.8958,S,Mr,Dantcheff,1
0,2,male,39.0,13.0,S,Mr,Otter,1
1,1,female,49.0,25.9292,S,Rare,Leader,1
1,3,female,31.0,8.6833,S,Mrs,Osman,1
0,3,male,30.0,7.2292,C,Mr,Ibrahim Shawah,1
0,3,female,30.0,24.15,S,Mrs,Van Impe,3
0,2,male,34.0,13.0,S,Mr,Ponesell,1
1,2,female,31.0,26.25,S,Mrs,Collyer,3
1,1,male,11.0,120.0,S,Master,Carter,4
1,3,male,0.42,8.5167,C,Master,Thomas,2
1,3,male,27.0,6.975,S,Mr,Hedman,1
0,3,male,31.0,7.775,S,Mr,Johansson,1
0,1,male,39.0,0.0,S,Mr,Andrews,1
0,3,female,18.0,7.775,S,Miss,Pettersson,1
0,2,male,39.0,13.0,S,Mr,Meyer,1
1,1,female,33.0,53.1,S,Mrs,Chambers,2
0,3,male,26.0,7.8875,S,Mr,Alexander,1
0,3,male,39.0,24.15,S,Mr,Lester,1
0,2,male,35.0,10.5,S,Mr,Slemen,1
0,3,female,6.0,31.275,S,Miss,Andersson,7
0,3,male,30.5,8.05,S,Mr,Tomlin,1
0,1,male,30.72664459161148,0.0,S,Mr,Fry,1
0,3,female,23.0,7.925,S,Miss,Heininen,1
0,2,male,31.0,37.0042,C,Mr,Mallet,3
0,3,male,43.0,6.45,S,Mr,Holm,1
0,3,male,10.0,27.9,S,Master,Skoog,6
1,1,female,52.0,93.5,S,Mrs,Hays,3
1,3,male,27.0,8.6625,S,Mr,Lulic,1
0,1,male,38.0,0.0,S,Rare,Reuchlin,1
1,3,female,27.0,12.475,S,Mrs,Moor,2
0,3,male,2.0,39.6875,S,Master,Panula,6
0,3,male,30.72664459161148,6.95,Q,Mr,Flynn,1
0,3,male,30.72664459161148,56.4958,S,Mr,Lam,1
1,2,male,1.0,37.0042,C,Master,Mallet,3
1,3,male,30.72664459161148,7.75,Q,Mr,McCormack,1
1,1,female,62.0,80.0,,Mrs,Stone,1
1,3,female,15.0,14.4542,C,Mrs,Yasbeck,2
1,2,male,0.83,18.75,S,Master,Richards,3
0,3,male,30.72664459161148,7.2292,C,Mr,Saad,1
0,3,male,23.0,7.8542,S,Mr,Augustsson,1
0,3,male,18.0,8.3,S,Mr,Allum,1
1,1,female,39.0,83.1583,C,Miss,Compton,3
0,3,male,21.0,8.6625,S,Mr,Pasic,1
0,3,male,30.72664459161148,8.05,S,Mr,Sirota,1
1,3,male,32.0,56.4958,S,Mr,Chip,1
1,1,male,30.72664459161148,29.7,C,Mr,Marechal,1
0,3,male,20.0,7.925,S,Mr,Alhomaki,1
0,2,male,16.0,10.5,S,Mr,Mudd,1
1,1,female,30.0,31.0,C,Miss,Serepeca,1
0,3,male,34.5,6.4375,C,Mr,Lemberopolous,1
0,3,male,17.0,8.6625,S,Mr,Culumovic,1
0,3,male,42.0,7.55,S,Mr,Abbing,1
0,3,male,30.72664459161148,69.55,S,Mr,Sage,11
0,3,male,35.0,7.8958,C,Mr,Markoff,1
0,2,male,28.0,33.0,S,Rare,Harper,2
1,1,female,27.915708812260537,89.1042,C,Mrs,Goldenberg,2
0,3,male,4.0,31.275,S,Master,Andersson,7
0,3,male,74.0,7.775,S,Mr,Svensson,1
0,3,female,9.0,15.2458,C,Miss,Boulos,3
1,1,female,16.0,39.4,S,Miss,Lines,2
0,2,female,44.0,26.0,S,Mrs,Carter,2
1,3,female,18.0,9.35,S,Mrs,Aks,2
1,1,female,45.0,164.8667,S,Mrs,Wick,3
1,1,male,51.0,26.55,S,Mr,Daly,1
1,3,female,24.0,19.2583,C,Mrs,Baclini,4
0,3,male,30.72664459161148,7.2292,C,Mr,Razi,1
0,3,male,41.0,14.1083,S,Mr,Hansen,3
0,2,male,21.0,11.5,S,Mr,Giles,2
1,1,female,48.0,25.9292,S,Mrs,Swift,1
0,3,female,27.915708812260537,69.55,S,Miss,Sage,11
0,2,male,24.0,13.0,S,Mr,Gill,1
1,2,female,42.0,13.0,S,Mrs,Bystrom,1
1,2,female,27.0,13.8583,C,Miss,Duran y More,2
0,1,male,31.0,50.4958,S,Mr,Roebling,1
0,3,male,30.72664459161148,9.5,S,Mr,van Melkebeke,1
1,3,male,4.0,11.1333,S,Master,Johnson,3
0,3,male,26.0,7.8958,S,Mr,Balkic,1
1,1,female,47.0,52.5542,S,Mrs,Beckwith,3
0,1,male,33.0,5.0,S,Mr,Carlsson,1
0,3,male,47.0,9.0,S,Mr,Vander Cruyssen,1
1,2,female,28.0,24.0,C,Mrs,Abelson,2
1,3,female,15.0,7.225,C,Miss,Najib,1
0,3,male,20.0,9.8458,S,Mr,Gustafsson,1
0,3,male,19.0,7.8958,S,Mr,Petroff,1
0,3,male,30.72664459161148,7.8958,S,Mr,Laleff,1
1,1,female,56.0,83.1583,C,Mrs,Potter,2
1,2,female,25.0,26.0,S,Mrs,Shelley,2
0,3,male,33.0,7.8958,S,Mr,Markun,1
0,3,female,22.0,10.5167,S,Miss,Dahlberg,1
0,2,male,28.0,10.5,S,Mr,Banfield,1
0,3,male,25.0,7.05,S,Mr,Sutehall,1
0,3,female,39.0,29.125,Q,Mrs,Rice,6
0,2,male,27.0,13.0,S,Rare,Montvila,1
1,1,female,19.0,30.0,S,Miss,Graham,1
0,3,female,27.915708812260537,23.45,S,Miss,Johnston,4
1,1,male,26.0,30.0,C,Mr,Behr,1
0,3,male,32.0,7.75,Q,Mr,Dooley,1
